id,type,lat,lon,name,address,phone,state,country,category,,
3730202098,node,10.8032645,78.7388219,MRF Tyres,"MRF Tyres, Trichy Tanjore Road, Trichy Zone III, Ellakkudi - 620019, Tamil Nadu, India",,Tamil Nadu,IN,towshop,,
3734782500,node,10.7958949,78.7582508,Muthu Selvan Tyres,"Muthu Selvan Tyres, Trichy Tanjore Road, Trichy Zone III, Ellakkudi - 620019, Tamil Nadu, India",,Tamil Nadu,IN,towshop,,
3780945463,node,12.9619969,77.6459729,TyreTec,"TyreTec, 6th Cross Road, Kodihalli, Bengaluru - 560071, Karnataka, India",,Tamil Nadu,IN,towshop,,
3804754296,node,9.3672113,76.8469378,Tyre reworks (Panachikapara),"Tyre reworks (Panachikapara), Adoor - Vandiperiyar Highway, Pathanamthitta, Ranni - 689711, Kerala, India",,Tamil Nadu,IN,towshop,,
3804770137,node,9.367045,76.846659,Tyre Dealer,"Tyre Dealer, Adoor - Vandiperiyar Highway, Pathanamthitta, Ranni - 689711, Kerala, India",,Tamil Nadu,IN,towshop,,
3806188126,node,9.3614955,76.8618415,Type Puncture Work shop,"Type Puncture Work shop, Adoor - Vandiperiyar Highway, Pathanamthitta, Ranni - 689711, Kerala, India",+91 9961333570,Tamil Nadu,IN,towshop,,
3806222304,node,9.3678556,76.8481645,Auto Workshop,"Poomkavanam, Perunad - Athikkayam Road, Pathanamthitta, Ranni - 689711, Kerala, India",,Tamil Nadu,IN,towshop,,
3806322000,node,9.3472851,76.8333498,Automobile workshop,"NGM Automobiles & Workshop For Ape, Adoor - Vandiperiyar Highway, Pathanamthitta, Ranni - 629662, Kerala, India",,Tamil Nadu,IN,towshop,,
3808120927,node,9.4330431,76.9415003,Ponnos Auto Workshop,"Ponnos Auto Workshop, Mundakayam - Elavungal State Highway, Kottayam, Madukka, Kerala, India",,Tamil Nadu,IN,towshop,,
3809515134,node,9.5273738,76.8931354,Highway Automobiles,"Highway Automobiles, Mundakayam - Elavungal State Highway, Puthenchantha, Vandanpathal - 686513, Kerala, India",,Tamil Nadu,IN,towshop,,
3809515136,node,9.5283804,76.8924941,Jithin Auto Mobiles,"Jithin Auto Mobiles, Mundakayam - Elavungal State Highway, Puthenchantha, Vandanpathal - 686513, Kerala, India",,Tamil Nadu,IN,towshop,,
3809648138,node,9.4197158,76.9584216,Karthika Puncture Works,"Karthika Puncture Works, Sabarimala - Kodaikkanal Road, Pathanamthitta, Ranni, Kerala, India",,Tamil Nadu,IN,towshop,,
3809804252,node,9.4473184,76.8744786,Rajan Tyre Work,"Rajan Tyre Work, Sabarimala - Kodaikkanal Road, Kottayam, Muttappally - 686510, Kerala, India",,Tamil Nadu,IN,towshop,,
3809805458,node,9.4504995,76.8822665,Shivani Two Wheeler Work,"Shivani Two Wheeler Work, Sabarimala - Kodaikkanal Road, Kottayam, Muttappally - 686510, Kerala, India",,Tamil Nadu,IN,towshop,,
3809805460,node,9.4492032,76.8809952,Tyre Works,"Tyre Works, Sabarimala - Kodaikkanal Road, Kottayam, Muttappally - 686510, Kerala, India",,Tamil Nadu,IN,towshop,,
3810884095,node,9.476599,76.8443505,Grand Auto Spare Parts Shop,"Grand Auto Spare Parts Shop, Sabarimala - Kodaikkanal Road, Karinkallummoozhi, Erumely - 686509, Kerala, India",,Tamil Nadu,IN,towshop,,
3810884103,node,9.4750733,76.8441252,Priya Tyres,"Priya Tyres, Sabarimala - Kodaikkanal Road, Karinkallummoozhi, Erumely - 686509, Kerala, India",,Tamil Nadu,IN,towshop,,
3810884111,node,9.4783536,76.8448656,Tyre Repare Shop,"Tyre Repare Shop, Sabarimala - Kodaikkanal Road, Karinkallummoozhi, Erumely - 686509, Kerala, India",,Tamil Nadu,IN,towshop,,
3810884112,node,9.4743644,76.8440668,Tyre Shop and Wheel Alignment,"Tyre Shop and Wheel Alignment, Sabarimala - Kodaikkanal Road, Karinkallummoozhi, Erumely - 686509, Kerala, India",,Tamil Nadu,IN,towshop,,
3810992543,node,9.4806666,76.8523622,Ashan Tyre Works,"Ashan Tyre Works, Erumely - Mundakayam Road, Charala, Erumely - 686509, Kerala, India",,Tamil Nadu,IN,towshop,,
3810993765,node,9.531393,76.8860299,Kallumpurathu Tyre Works,"Kallumpurathu Tyre Works, Erumely - Mundakayam Road, Kottayam, Pulikkunnu - 686513, Kerala, India",,Tamil Nadu,IN,towshop,,
3810993778,node,9.480595,76.8524712,New JothyAutomobiles Workshop,"New JothyAutomobiles Workshop, Erumely - Mundakayam Road, Charala, Erumely - 686509, Kerala, India",,Tamil Nadu,IN,towshop,,
3810993789,node,9.4847091,76.8715655,Ras Workshop,"Ras Workshop, Erumely - Mundakayam Road, Kottayam, Pulikkunnu - 686513, Kerala, India",,Tamil Nadu,IN,towshop,,
3812199101,node,9.4257432,76.8539914,Automobile Workshop,"Automobile Workshop, Vechoochira - Chathenthara Road, Pathanamthitta, Ranni - 686510, Kerala, India",,Tamil Nadu,IN,towshop,,
3816579563,node,9.5761657,77.0233867,JK Tyres,"K Tyres, Kollam-Teni Highway, Idukki, Pambanar - 685537, Kerala, India",,Tamil Nadu,IN,towshop,,
3816579564,node,9.5777436,77.0175705,KA Royal Tyres,"KA Royal Tyres, Kollam-Teni Highway, Idukki, Pambanar - 685537, Kerala, India",,Tamil Nadu,IN,towshop,,
3816607817,node,9.6082059,77.1616232,Automobile Workshop,"Automobile Workshop, Kollam-Theni Highway, Chelimada, Kumily - 685509, Kerala, India",,Tamil Nadu,IN,towshop,,
3816607818,node,9.5956652,77.1247131,Automobile workshop,"Automobile workshop, Kollam-Theni Highway, Idukki, Vandiperiyar - 685533, Kerala, India",,Tamil Nadu,IN,towshop,,
3816643506,node,9.6622625,77.1594427,Auto Garage and Tyre Workshop,"Auto Garage and Tyre Workshop, Munnar - Kumily Road, Idukki, Anakkara, Kerala, India",,Tamil Nadu,IN,towshop,,
3816643518,node,9.6188267,77.158118,Hirange Tyres,"Hirange Tyres, Munnar - Kumily Road, Idukki, Kumily - 685509, Kerala, India",,Tamil Nadu,IN,towshop,,
3816643553,node,9.6566534,77.1596069,Workshop,"Workshop, Munnar - Kumily Road, Idukki, Anakkara, Kerala, India",,Tamil Nadu,IN,towshop,,
3854000242,node,12.9591135,77.657635,Apollo,"Apollo, 3rd Cross Road, Konena Agrahara, Bengaluru - 560017, Karnataka, India",,Tamil Nadu,IN,towshop,,
3901571528,node,12.1220608,78.1590392,Unknown,"Old Bangalore - Salem - Madurai Road, Dharmapuri, Dharmapuri - 636700, Tamil Nadu, India",,Tamil Nadu,IN,towshop,,
4101066892,node,12.9609456,77.5506364,puncher shop,"puncher shop, Padarayanapura Road, Old Guddadahalli, Bengaluru - 560026, Karnataka, India",,Tamil Nadu,IN,towshop,,
4193329365,node,9.9592493,76.242746,"Tyre Repair Shop, Murali","Tyre Repair Shop, Murali, KB Jacob Road, Fort Kochi, Kochi - 682001, Kerala, India",,Tamil Nadu,IN,towshop,,
4305472990,node,11.6502633,78.1589774,Unknown,"SHU64, Gugai, Salem - 636006, Tamil Nadu, India",,Tamil Nadu,IN,towshop,,
4310174753,node,12.9590499,77.6575899,Apollo,"Apollo, 3rd Cross Road, Konena Agrahara, Bengaluru - 560017, Karnataka, India",,Tamil Nadu,IN,towshop,,
4357760207,node,9.661934,80.0352965,Tyre Service,"Tyre Service, Kandy - Jaffna Road, Mixed retail residential, Ariyalai 40000, Sri Lanka",,Tamil Nadu,IN,towshop,,
4357803189,node,9.660773,80.042995,Tyre Service,"Tyre Service, Kandy - Jaffna Road, Mixed retail residential, Ariyalai 40000, Sri Lanka",,Tamil Nadu,IN,towshop,,
4370699949,node,9.6586428,80.0212356,Tyre Shop & Service,"Tyre Shop & Service, David Road, Mixed Retail Residential, Jaffna 40000, Sri Lanka",,Tamil Nadu,IN,towshop,,
4374291690,node,9.8061704,80.2227915,Unknown,"Tyre Service, Jaffna-Point Pedro Road, Point Pedro 40520, Sri Lanka",,Tamil Nadu,IN,towshop,,
4375351694,node,9.6695688,80.0190966,Unknown,"mix retail residentiol, Tyre Service, Jaffna-Point Pedro Road, Thirunelvely, Nallur 40000, Sri Lanka",,Tamil Nadu,IN,towshop,,
4375369090,node,9.6803094,80.0380314,Unknown,"mix retail residentiol, Tyre Service, Jaffna-Point Pedro Road, Thirunelvely, Nallur 40000, Sri Lanka",,Tamil Nadu,IN,towshop,,
4411853997,node,12.9630488,80.2155274,Unknown,"xl tyre point, Velachery Main Road, Zone 14 Perungudi, Chennai - 600117, Tamil Nadu, India",,Tamil Nadu,IN,towshop,,
4429356302,node,9.7108315,76.671603,???Tyres,"???Tyres, Pala-Kozha Road-Pala Vaikom Road, Kottaramattom, Nelliyani - 686575, Kerala, India",,Tamil Nadu,IN,towshop,,
4429356303,node,9.7170199,76.6892486,Tyre House Pala,"Tyre House Pala, Main Eastern Highway, Kottaramattom, Pala - 686575, Kerala, India",,Tamil Nadu,IN,towshop,,
4451435356,node,9.4102998,80.4080787,KunaratnamTyre,"KunaratnamTyre, Kandy - Jaffna Road, Paranthan, Sri Lanka",,Tamil Nadu,IN,towshop,,
4454337494,node,9.3271971,76.5321012,MRF tyres,"MRF tyres, state highway 6, Puthiyacavu, Chennithala - 689623, Kerala, India",,Tamil Nadu,IN,towshop,,
4575565290,node,10.9979678,76.9910351,Unknown,"MRF, Tiruchi Road, Ward 73, Coimbatore - 641001, Tamil Nadu, India",,Tamil Nadu,IN,towshop,,
4702705489,node,12.8815342,77.596892,Bike Point,"Bike Point, Hulimavu Main Road, Hulimavu, Bengaluru - 560076, Karnataka, India",,Tamil Nadu,IN,towshop,,
4708280012,node,10.176298,76.2117673,Devi Tyre,"Devi Tyre, ????????????? ????, Ernakulam, Andipillikavu - 683521, Kerala, India",,Tamil Nadu,IN,towshop,,
4720492189,node,13.0569792,80.259758,Unknown,"MRF tyres, ROB Main Street, Zone 9 Teynampet, Chennai - 600014, Tamil Nadu, India",,Tamil Nadu,IN,towshop,,
4839776498,node,12.9131684,77.6061172,Continental Tyre Park,"Continental Tyre Park, 7th Main Road, Viswamanava Kuvempu Ward, Bengaluru - 560076, Karnataka, India",,Tamil Nadu,IN,towshop,,
4849108027,node,12.9572315,77.5816713,Goodyear,"Goodyear, JC Road, V.V Puram, Bengaluru - 572161, Karnataka, India",,Tamil Nadu,IN,towshop,,
4849108028,node,12.9599553,77.5832139,Ceat,"Ceat, JC Road, SilverJubilee Park Ward, Bengaluru - 560027, Karnataka, India",,Tamil Nadu,IN,towshop,,
4851635506,node,13.0401292,77.6777474,Sri Balaji Wheel Alignment,"Sri Balaji Wheel Alignment, Kalkere Channasandra Main Road, K Chennasandra, Bengaluru - 560113, Karnataka, India",,Tamil Nadu,IN,towshop,,
4851692293,node,13.0324901,77.6713723,Ambar Puncture Shop,"Ambar Puncture Shop, Horamavu Main Road, Horamavu, Bengaluru - 560113, Karnataka, India",,Tamil Nadu,IN,towshop,,
4910087040,node,8.5482967,76.9183937,Anupama Tyres,"Anupama Tyres, Sreekariyam - Akkulam Road, Sreekariyam, Kariyam - 695001, Kerala, India",,Tamil Nadu,IN,towshop,,
5079397460,node,10.7853287,78.688855,Unknown,"MRF, Tiruchchirappalli ByPass Flyover, Trichy Zone II, Tiruchirappalli - 620023, Tamil Nadu, India",,Tamil Nadu,IN,towshop,,
5147014551,node,12.8063786,80.2246955,Rajakani Puncture,"Rajakani Puncture, Rajiv Gandhi Salai, Padur, Kelambakkam - 603103, Tamil Nadu, India",,Tamil Nadu,IN,towshop,,
5244190336,node,9.9671136,76.2881933,Santha,"Santha, Chittoor Road, Ernakulam South, Ernakulam - 682016, Kerala, India",,Tamil Nadu,IN,towshop,,
5244190369,node,9.9653459,76.2941129,Westend Tyres,"Westend Tyres, Sahodaran Ayyappan Road, Ernakulam South, Ernakulam - 680016, Kerala, India",,Tamil Nadu,IN,towshop,,
5306751790,node,12.9529603,77.5775152,Popular Tyre Company,"Popular Tyre Company, Diagonal Road, V.V Puram, Bengaluru - 572161, Karnataka, India",,Tamil Nadu,IN,towshop,,
5338402883,node,10.9917822,76.960056,Raja tyres,"Raja tyres, Oppanakara Street, Ward 84, Podanur - 641063, Tamil Nadu, India",,Tamil Nadu,IN,towshop,,
5402224042,node,12.8216704,77.6225069,Puncher,"Puncher, Begur-Koppa Road, Bangipura, Koppa - 560105, Karnataka, India",,Tamil Nadu,IN,towshop,,
5402308124,node,12.9622025,77.5950041,Pirelli,"Pirelli, Kengal Hanumanthaiah Road, Richmond Town, Bengaluru - 560027, Karnataka, India",,Tamil Nadu,IN,towshop,,
5402308136,node,12.9065334,77.598516,Unknown,"Outer Ring Road, JP Nagar, Bengaluru - 560076, Karnataka, India",,Tamil Nadu,IN,towshop,,
5584394124,node,9.6745182,80.0255769,Unknown,"Arasady Road, Thirunelvely, Nallur 40000, Sri Lanka",,Tamil Nadu,IN,towshop,,
5677782761,node,10.7965155,78.756664,S.K. Tyres,"S.K. Tyres, Trichy Tanjore Road, Trichy Zone III, Ellakkudi - 620019, Tamil Nadu, India",,Tamil Nadu,IN,towshop,,
5907726089,node,10.5443656,76.2228527,Tyre Servicing Centre,"Tyre Servicing Centre, Cheroor Road, Chembukkavu, Thrissur - 680008, Kerala, India",,Tamil Nadu,IN,towshop,,
6315665425,node,9.6292198,76.7757124,Kunnath Tyres,"Kunnath Tyres, Sabarimala - Kodaikkanal Road, Kottayam, Chemmalamattom - 686508, Kerala, India",,Tamil Nadu,IN,towshop,,
6621696655,node,12.9369107,77.5180426,CEAT Tyre Showroom,"CEAT Tyre Showroom, Mysore Road, Nayanda Halli, Bengaluru - 560098, Karnataka, India",,Tamil Nadu,IN,towshop,,
6645670062,node,11.1648359,76.9491705,MRF,"MRF, Mettupalayam-Coimbatore Road, Periyanaickenpalyam, Veerapandi Pirivu - 641047, Tamil Nadu, India",,Tamil Nadu,IN,towshop,,
6648589137,node,11.167698,76.9510046,Bridgestone,"Bridgestone, Mettupalayam-Coimbatore Road, Periyanaickenpalyam, Veerapandi Pirivu - 641047, Tamil Nadu, India",,Tamil Nadu,IN,towshop,,
6758985790,node,10.1073705,76.3652026,PMM Tyre House,"PMM Tyre House, Aluva-Perumbavoor Road, Thottakkattukara, Aluva - 683101, Kerala, India",919995216401,Tamil Nadu,IN,towshop,,
6857427210,node,13.0698323,77.6228017,Sri Durga Tyres,"Sri Durga Tyres, 17th Cross Road, Arkavathy Layout, Bengaluru - 560063, Karnataka, India",,Tamil Nadu,IN,towshop,,
6859316922,node,10.064724,76.2129583,Sidharth tyres,"Sidharth tyres, Vypin - Pallippuram Road, Thekkinezhath, Nayarambalam - 682509, Kerala, India",-9747565031,Tamil Nadu,IN,towshop,,
6938713308,node,9.6927391,76.7740024,Bismi Tyre,"Bismi Tyre, Opposite Masjid An-Noor, Ettumanoor - Erattupetta - Poonjar Road, Kottayam, Erattupetta - 686122, Kerala, India",+91 99614 14923,Tamil Nadu,IN,towshop,,
6991341072,node,10.2063782,76.4525025,Prince tyres,"Prince tyres, Angamaly Manjapra Raod, Ernakulam, Manjapra - 683581, Kerala, India",,Tamil Nadu,IN,towshop,,
7074127179,node,10.3016131,76.2184809,"MRF Tyres, Vellangallur,","MRF Tyres, Vellangallur, vadakkumkara, Thrissur, Vellangallur - 680662, Kerala, India",,Tamil Nadu,IN,towshop,,
7074165404,node,10.3007785,76.2180971,Tyre Resoleing,"Tyre Resoleing, Kodungallur - Shornur Road, Thrissur, Vellangallur - 680662, Kerala, India",,Tamil Nadu,IN,towshop,,
7076719943,node,10.3013426,76.2181222,Perfect 3D wheel Alignment & Tyres,"Perfect 3D wheel Alignment & Tyres, Kodungallur - Shornur Road, Thrissur, Vellangallur - 680662, Kerala, India",,Tamil Nadu,IN,towshop,,
7076809302,node,10.523712,76.2019685,Premier Tyres,"Premier Tyres, Westfort Road, West Fort, Thrissur - 680004, Kerala, India",,Tamil Nadu,IN,towshop,,
7079230461,node,10.5366881,76.2708555,"speed vehicles,tyre shop","speed vehicles, tyre shop, NH-Service-Road, Vellanikkara, Thrissur - 680651, Kerala, India",,Tamil Nadu,IN,towshop,,
7079230462,node,10.5370273,76.2718168,ncr car a/c,"ncr car a/c, NH-Service-Road, Vellanikkara, Thrissur - 680651, Kerala, India",,Tamil Nadu,IN,towshop,,
7079259711,node,10.4054419,76.2769582,Simon tyre solution,"Simon tyre solution, Salem - Kochi - Kanyakumari Highway, Thrissur, Nandikkara - 680301, Kerala, India",,Tamil Nadu,IN,towshop,,
7087593321,node,13.0076115,77.5485226,Karnataka Tyres,"Karnataka Tyres, Chord Road Service Road, Nagapura, Bengaluru - 560086, Karnataka, India",,Tamil Nadu,IN,towshop,,
7111442587,node,10.470719,76.243406,John Tyres,"John Tyres, High Road, Ollur, Thrissur - 680313, Kerala, India",,Tamil Nadu,IN,towshop,,
7111496018,node,10.5867245,76.2148827,Royal Tyres & Lubricants,"Royal Tyres & Lubricants, Kodungallur-Shornur Road, Thrissur, Mulakunnathukavu - 680581, Kerala, India",,Tamil Nadu,IN,towshop,,
7121409047,node,10.7557629,76.2059271,Metro Tyres Puncture Work,"Metro Tyres Puncture Work, Kootupatha-Cheruthuruthy Road, Thrissur, Cheruthuruthy - 679532, Kerala, India",,Tamil Nadu,IN,towshop,,
7123809771,node,10.5085335,76.2112398,V.J.R Industries,"V.J.R Industries, Thrissur - Irinjalakkuda Road, Poothole, Thrissur - 680021, Kerala, India",,Tamil Nadu,IN,towshop,,
7128062487,node,8.476749,77.1518273,Unknown,"Chemboor-Vellarada Road, Thiruvananthapuram, Ottasekharamangalam - 695125, Kerala, India",,Tamil Nadu,IN,towshop,,
7130303777,node,8.4934142,77.0312275,swami tyres,"swami tyres, sai pump road, Malayinkeezhu, Vilavoorkal - 695571, Kerala, India",,Tamil Nadu,IN,towshop,,
7130307983,node,8.4865873,76.9464098,Appolo Tyres,"Appolo Tyres, Thakaraparamba Flyover, Thampanoor, Thiruvananthapuram - 695001, Kerala, India",,Tamil Nadu,IN,towshop,,
7130329308,node,8.4864133,76.942518,Classic Tyre,"Classic Tyre, sumangali kalyana mandapam back entrance, Fort, Thiruvananthapuram - 695001, Kerala, India",,Tamil Nadu,IN,towshop,,
7130333134,node,8.4892748,76.9345306,MRF Tire Store,"MRF Tire Store, Kozhiyottu Lane, Eanchakkal, Thiruvananthapuram - 695001, Kerala, India",,Tamil Nadu,IN,towshop,,
7130345217,node,8.4878005,76.9415041,Aswathy Tyre Works,"Aswathy Tyre Works, Connection Road, Vanchiyoor, Thiruvananthapuram - 695001, Kerala, India",,Tamil Nadu,IN,towshop,,
7159125386,node,8.6097019,76.9980626,Tyre Repair,"Tyre Repair, Thiruvanathapuram - Thenmala Road, Mancha, Anad - 695544, Kerala, India",,Tamil Nadu,IN,towshop,,
7164440796,node,12.9592461,77.5331582,MRF Maruti Tyres,"MRF Maruti Tyres, Chord Road, Attigupe, Bengaluru - 560104, Karnataka, India",,Tamil Nadu,IN,towshop,,
7178929298,node,12.9719414,77.6805656,Tyre Marks BridgeStone,"Tyre Marks BridgeStone, Malleshpalya Main Road, Vignananagara, Bengaluru - 631152, Karnataka, India",,Tamil Nadu,IN,towshop,,
7183644983,node,11.9271005,79.8073098,JKV Tyres,"JKV Tyres, 2nd Main Road, Jhansi Nagar, Reddiarpalayam, Oulgaret - 605005, Puducherry, India",,Tamil Nadu,IN,towshop,,
7212426365,node,9.5689423,76.7164618,Tyre Point,"Tyre Point, NH183, Kottayam, Kodungoor - 686504, Kerala, India",,Tamil Nadu,IN,towshop,,
7220634407,node,9.5574888,76.5715969,Topsun Tyres,"Topsun Tyres, Topsun Tyres, Manarcadu-Thengana Road, Kottayam, Puthuppally - 686011, Kerala, India",+91-94467 57951,Tamil Nadu,IN,towshop,,
7234523694,node,10.0281104,76.659363,Mahin,"Mahin, Oonnukal - Adivad Road, Ernakulam, Pallarimangalam - 686671, Kerala, India",,Tamil Nadu,IN,towshop,,
7257728186,node,13.0279258,77.5715741,Bharath Auto Tyres Shop,"Bharath Auto Tyres Shop, New BEL Road, Sadashivanagar, Bengaluru - 560094, Karnataka, India",,Tamil Nadu,IN,towshop,,
7293719482,node,12.9622109,77.5954049,Ashoka Tyres And Service,"Ashoka Tyres And Service, Langford Road, Richmond Town, Bengaluru - 560025, Karnataka, India",,Tamil Nadu,IN,towshop,,
7302326830,node,9.5985178,76.6518091,karimpeechiyil rubbers,"karimpeechiyil rubbers, Kooroppada - Madappad Road, Kottayam, Kooroppada - 686502, Kerala, India",,Tamil Nadu,IN,towshop,,
7308341575,node,9.4801525,76.604487,Sethu tyre works,"Sethu tyre works, Changanassery- Vazhoor Road, Kottayam, Mammood - 656840, Kerala, India",,Tamil Nadu,IN,towshop,,
7308888015,node,9.5845434,76.6065826,"Thamaravelil tyres, Velloor","Thamaravelil tyres, Velloor, Kollam - Theni Highway, Kottayam, Velloor - 686516, Kerala, India",,Tamil Nadu,IN,towshop,,
7312817211,node,9.6498647,76.6128495,Nexon Tyres(Rethreading),"Nexon Tyres(Rethreading), kidangoor-Ayarkunnam-Manarcadu Road, Kottayam, Kongandoor - 686564, Kerala, India",,Tamil Nadu,IN,towshop,,
7319373586,node,9.9128757,76.3878667,V K TYRES,"V K TYRES, Chottanikara Mulathuruthi Road, Ernakulam, Kandanad - 682314, Kerala, India",,Tamil Nadu,IN,towshop,,
7321042349,node,9.5603426,76.8004633,kerala tyres,"kerala tyres, Kollam - Theni Highway, Kottayam, Kanjirappalli - 686507, Kerala, India",,Tamil Nadu,IN,towshop,,
7321261832,node,9.5381831,76.8875608,Apollo Point,"Apollo Point, Kollam - Theni Highway, Puthenchantha, Mundakkayam - 686513, Kerala, India",,Tamil Nadu,IN,towshop,,
7322819349,node,9.872038,76.4907604,Sony tyre service,"Sony tyre service, MDR, Ernakulam, Piravom - 686664, Kerala, India",,Tamil Nadu,IN,towshop,,
7324967237,node,9.3668463,76.6598452,Chunkathil Agencies,"Chrukolpuzha Road-Via pullad, Vellikkara, Kumbanad, Kerala 689547, Thiruvalla - Pathanamthitta road, Pathanamthitta, Kumbanad - 689547, Kerala, India",,Tamil Nadu,IN,towshop,,
7334037432,node,9.4753787,76.5790308,Vaippachery tyre works,"Vaippachery tyre works, Changanassery- Vazhoor Road, Kottayam, Thengana - 686536, Kerala, India",94471 39733,Tamil Nadu,IN,towshop,,
7334139988,node,9.4349574,76.6132881,Sandya store,"Sandya store, Thiruvalla- Mallapally Road, Anjilithanam, Kunnamthanam - 689581, Kerala, India",,Tamil Nadu,IN,towshop,,
7334558825,node,9.5887473,76.5308102,New Ideal Tyres,"New Ideal Tyres, KK Road, Nagampadam, Kottayam - 686002, Kerala, India",91670 58314,Tamil Nadu,IN,towshop,,
7334608274,node,9.4515139,76.747581,sakthi Tyres,"sakthi Tyres, sakthi Tyres, Chunkappara - Alapra Road, Pathanamthitta, Chunkappara - 686547, Kerala, India",,Tamil Nadu,IN,towshop,,
7334903983,node,9.7411498,76.5158752,Matha Tyres,"Matha Tyres, Ettumanoor - Ernakulam Road, Kuruppanthara, Manjoor - 686603, Kerala, India",94476 41244,Tamil Nadu,IN,towshop,,
7342399661,node,9.7075026,76.7153097,Meenachil Tyres,"Meenachil Tyres, Ettumanoor - Erattupetta - Poonjar Road, Kottayam, Idappadi (Edappady) - 686578, Kerala, India",,Tamil Nadu,IN,towshop,,
7342429302,node,8.9959786,76.7844301,Ir tyre world,"Ir tyre world, MC Road, Kollam, Kottarakkara - 691500, Kerala, India",82814 40197,Tamil Nadu,IN,towshop,,
7342451097,node,9.651505,76.7250115,Tire Service 3.5,"Tire Service 3.5, Pala-Ponkunam Road, Kottayam, Kuruvikkoodu - 686577, Kerala, India",,Tamil Nadu,IN,towshop,,
7345928287,node,9.8578399,76.5956424,Adithya Tyres,"Adithya Tyres, Koothattukulam - Ramapuram Road, Ernakulam, Koothattukulam - 686662, Kerala, India",9947477653,Tamil Nadu,IN,towshop,,
7350641023,node,9.796296,76.689527,Vazhakkala Tires,"Vazhakkala Tires, urumbukavu church road, Kottayam, Pizhaku - 686655, Kerala, India",,Tamil Nadu,IN,towshop,,
7366264319,node,9.2416832,76.7559498,Unknown,"Adoor - Vandiperiyar Highway, Puthenpeedika, Kozhencherry - 683647, Kerala, India",,Tamil Nadu,IN,towshop,,
7366316751,node,9.2459935,76.7570029,janatha tyres,"janatha tyres, Adoor - Vandiperiyar Highway, Puthenpeedika, Kozhencherry - 683647, Kerala, India",89219 38292,Tamil Nadu,IN,towshop,,
7371417433,node,9.4597323,76.7105705,saayi tyers,"saayi tyers, Pathanad - Kulathoormoozhy Road, Kottayam, Kulathoormoozhi - 686541, Kerala, India",70126 71878,Tamil Nadu,IN,towshop,,
7383910847,node,10.681835,76.2681115,General Motors,"General Motors, Kodungallur - Shornur Road, Ottupara, Akamala - 680583, Kerala, India",90486 60510,Tamil Nadu,IN,towshop,,
7389331847,node,10.8850233,76.3423007,Unknown,"Palakkad-Perintalmanna Road, Palakkad, Kulakkad - 679504, Kerala, India",,Tamil Nadu,IN,towshop,,
